Model,Year,Brand,Fuel
Transit Connect,2013,Ford,CNG - Bi-fuel
Transit Connect,2013,Ford,Propane - Bi-fuel
Cab Chassis 3500,2013,GMC,Biodiesel (B20)
Savana,2013,GMC,Propane
Savana 1500 2WD / AWD,2013,GMC,Ethanol (E85)
Savana 2500 / 3500,2013,GMC,CNG - Compressed Natural Gas
Savana 2500 / 3500,2013,GMC,Biodiesel (B20)
Savana 2500 / 3500,2013,GMC,Ethanol (E85)
Sierra C / K 1500,2013,GMC,Ethanol (E85)
Sierra C / K 1500,2013,GMC,Hybrid Electric
Sierra HD 2500 2WD / 4WD,2013,GMC,CNG - Bi-fuel
Sierra HD 2500 / 3500,2013,GMC,Biodiesel (B20)
Terrain FWD / AWD,2013,GMC,Ethanol (E85)
Yukon 1500 2WD/ AWD,2013,GMC,Ethanol (E85)
Yukon 2WD / AWD,2013,GMC,Hybrid Electric
Yukon 2WD/ AWD,2013,GMC,Ethanol (E85)
Yukon Denali 2WD / AWD,2013,GMC,Hybrid Electric
Yukon Denali 2WD/ AWD,2013,GMC,Ethanol (E85)
Yukon XL 2WD/ AWD,2013,GMC,Ethanol (E85)
Civic,2013,Honda,Hybrid Electric
Civic,2013,Honda,CNG - Compressed Natural Gas
Clarity,2013,Honda,Hydrogen Fuel Cell
CRZ,2013,Honda,Hybrid Electric
FIT EV,2013,Honda,Electric
Insight,2013,Honda,Hybrid Electric
Sonata,2013,Hyundai,Hybrid Electric
M35h,2013,Infiniti,Hybrid Electric
Grand Cherokee 2WD / AWD,2013,Jeep,Ethanol (E85)
Optima,2013,Kia,Hybrid Electric
CT 200h,2013,Lexus,Hybrid Electric
ES 300h,2013,Lexus,Hybrid Electric
GS 450h,2013,Lexus,Hybrid Electric
LS 600h L,2013,Lexus,Hybrid Electric
RX 450h,2013,Lexus,Hybrid Electric
MKZ,2013,Lincoln,Hybrid Electric
Navigator,2013,Lincoln,Ethanol (E85)
C300 4Matic,2013,Mercedes-Benz,Ethanol (E85)
C350,2013,Mercedes-Benz,Ethanol (E85)
E350,2013,Mercedes-Benz,Ethanol (E85)
E400,2013,Mercedes-Benz,Hybrid Electric
ML350,2013,Mercedes-Benz,Ethanol (E85)
S400,2013,Mercedes-Benz,Hybrid Electric
i-MiEV,2013,Mitsubishi,Electric
Armada,2013,Nissan,Ethanol (E85)
Leaf,2013,Nissan,Electric
Titan,2013,Nissan,Ethanol (E85)
Cayenne S Hybrid,2013,Porsche,Hybrid Electric
Panamera S Hybrid,2013,Porsche,Hybrid Electric
1500 2WD / 4WD,2013,Ram,Ethanol (E85)
2500,2013,Ram,CNG - Bi-fuel
2500/3500,2013,Ram,Biodiesel (B20)
CV,2013,Ram,Ethanol (E85)
iQ EV,2013,Scion,Electric
fortwo,2013,smart,Electric
Model S,2013,Tesla,Electric
Avalon,2013,Toyota,Hybrid Electric
Camry,2013,Toyota,Hybrid Electric
Highlander,2013,Toyota,Hybrid Electric
Prius,2013,Toyota,Hybrid Electric
Prius C,2013,Toyota,Hybrid Electric
Prius Plug-in,2013,Toyota,Plug-in Hybrid Electric
Prius V,2013,Toyota,Hybrid Electric
RAV 4 EV,2013,Toyota,Electric
Sequoia,2013,Toyota,Ethanol (E85)
Tundra,2013,Toyota,Ethanol (E85)
MV-1,2013,Vehicle Production Group,CNG - Compressed Natural Gas
Jetta Hybrid,2013,Volkswagen,Hybrid Electric
Routon,2013,Volkswagen,Ethanol (E85)
Touareg Hybrid,2013,Volkswagen,Hybrid Electric
Continental Flying Spur,2012,Bentley Motors,Ethanol (E85)
Continental GT,2012,Bentley Motors,Ethanol (E85)
Continental Supersports,2012,Bentley Motors,Ethanol (E85)
ActiveHybrid 7,2012,BMW,Hybrid Electric
LaCrosse FFV,2012,Buick,Ethanol (E85)
LaCrosse Hybrid,2012,Buick,Hybrid Electric
Regal,2012,Buick,Ethanol (E85)
Regal Hybrid,2012,Buick,Hybrid Electric
Escalade 2WD/4WD,2012,Cadillac,Ethanol (E85)
Escalade ESV 2WD/4WD,2012,Cadillac,Ethanol (E85)
Escalade EXT,2012,Cadillac,Ethanol (E85)
Escalade Hybrid,2012,Cadillac,Hybrid Electric
Avalanche 1500 2WD/4WD,2012,Chevrolet,Ethanol (E85)
Caprice Police Patrol Vehicle FFV,2012,Chevrolet,Ethanol (E85)
Equinox FWD/AWD,2012,Chevrolet,Ethanol (E85)
Express 1500,2012,Chevrolet,Ethanol (E85)
Express 2500/3500,2012,Chevrolet,Ethanol (E85)
Express 2500/3500,2012,Chevrolet,Biodiesel (B20)
Express 2500/3500,2012,Chevrolet,CNG - Compressed Natural Gas
Impala,2012,Chevrolet,Ethanol (E85)
Malibu,2012,Chevrolet,Ethanol (E85)
Silverado 1500 FFV,2012,Chevrolet,Ethanol (E85)
Silverado 1500 Hybrid,2012,Chevrolet,Hybrid Electric
Silverado 2500/3500,2012,Chevrolet,Biodiesel (B20)
Suburban 1500 FFV,2012,Chevrolet,Ethanol (E85)
Tahoe 1500 FFV,2012,Chevrolet,Ethanol (E85)
Tahoe 1500 Hybrid,2012,Chevrolet,Hybrid Electric
Tahoe Police Patrol Vehicle FFV,2012,Chevrolet,Ethanol (E85)
Volt,2012,Chevrolet,Plug-in Hybrid Electric
200 S,2012,Chrysler,Ethanol (E85)
300,2012,Chrysler,Ethanol (E85)
Town & Country,2012,Chrysler,Ethanol (E85)
CODA,2012,Coda Automotive,Electric
Avenger,2012,Dodge,Ethanol (E85)
Challenger,2012,Dodge,Ethanol (E85)
Charger,2012,Dodge,Ethanol (E85)
Charger Police,2012,Dodge,Ethanol (E85)
Durango 2WD/4WD,2012,Dodge,Ethanol (E85)
Grand Caravan,2012,Dodge,Ethanol (E85)
Journey,2012,Dodge,Ethanol (E85)
Karma,2012,Fisker Automotive,Plug-in Hybrid Electric
E-150 / E-250,2012,Ford,Ethanol (E85)
E-350,2012,Ford,Ethanol (E85)
Escape FFV,2012,Ford,Ethanol (E85)
Escape Hybrid FWD/4WD,2012,Ford,Hybrid Electric
Expedition 2WD/4WD,2012,Ford,Ethanol (E85)
F-150 3.7L,2012,Ford,Ethanol (E85)
F-150 5.0L,2012,Ford,Ethanol (E85)
F-250 / F-350 Super Duty,2012,Ford,Ethanol (E85)
F-250 / F-350 Super Duty,2012,Ford,Propane - Bi-fuel
F-250 / F-350 Super Duty,2012,Ford,Biodiesel (B20)
F-250 / F-350 Super Duty,2012,Ford,CNG - Bi-fuel
F-450,2012,Ford,CNG - Bi-fuel
F-450,2012,Ford,Propane - Bi-fuel
F-450 Super Duty,2012,Ford,Biodiesel (B20)
Focus EV,2012,Ford,Electric
Ford Azure Transit Connect,2012,Ford,Electric
Fusion FFV,2012,Ford,Ethanol (E85)
Fusion Hybrid,2012,Ford,Hybrid Electric
Police Interceptor FWD/AWD,2012,Ford,Ethanol (E85)
Police Interceptor Utility FWD/AWD,2012,Ford,Ethanol (E85)
Transit Connect CNG,2012,Ford,CNG - Compressed Natural Gas
Savana 2500/3500,2012,GMC,Biodiesel (B20)
Savana 2500/3500,2012,GMC,CNG - Compressed Natural Gas
Savana 2500/3500,2012,GMC,Ethanol (E85)
Savana G1500,2012,GMC,Ethanol (E85)
Sierra 1500 FFV,2012,GMC,Ethanol (E85)
Sierra 1500 Hybrid,2012,GMC,Hybrid Electric
Sierra 2500/3500,2012,GMC,Biodiesel (B20)
Terrain 2.4L FFV,2012,GMC,Ethanol (E85)
Terrain 3.0L FFV,2012,GMC,Ethanol (E85)
Yukon 1500 2WD/4WD FFV,2012,GMC,Ethanol (E85)
Yukon 1500 Hybrid,2012,GMC,Hybrid Electric
Yukon Denali 2WD/4WD FFV,2012,GMC,Ethanol (E85)
Civic Hybrid,2012,Honda,Hybrid Electric
Civic NGV,2012,Honda,CNG - Compressed Natural Gas
CR-Z Hybrid,2012,Honda,Hybrid Electric
Fit EV,2012,Honda,Electric
Insight,2012,Honda,Hybrid Electric
Sonata Hybrid,2012,Hyundai,Hybrid Electric
M35h Hybrid,2012,Infiniti,Hybrid Electric
Grand Cherokee,2012,Jeep,Ethanol (E85)
Optima Hybrid,2012,Kia,Hybrid Electric
CT 200h,2012,Lexus,Hybrid Electric
GS 450h,2012,Lexus,Hybrid Electric
HS 250h,2012,Lexus,Hybrid Electric
LS 600h L,2012,Lexus,Hybrid Electric
RX 450h,2012,Lexus,Hybrid Electric
MKZ Hybrid,2012,Lincoln,Hybrid Electric
Navigator 2WD/4WD,2012,Lincoln,Ethanol (E85)
Tribute,2012,Mazda,Ethanol (E85)
C300 4MATIC FFV,2012,Mercedes-Benz,Ethanol (E85)
F-Cell,2012,Mercedes-Benz,Hydrogen Fuel Cell
S400 Hybrid,2012,Mercedes-Benz,Hybrid Electric
Mitusbishi i,2012,Mitsubishi,Electric
Altima Hybrid,2012,Nissan,Hybrid Electric
Armada 2WD,2012,Nissan,Ethanol (E85)
Leaf,2012,Nissan,Electric
Titan 2WD/4WD,2012,Nissan,Ethanol (E85)
Cayenne S Hybrid,2012,Porsche,Hybrid Electric
Panamera S Hybrid,2012,Porsche,Hybrid Electric
1500,2012,Ram,Ethanol (E85)
2500/3500 HD,2012,Ram,Biodiesel (B20)
Model S,2012,Tesla,Electric
Camry Hybrid,2012,Toyota,Hybrid Electric
Highlander Hybrid,2012,Toyota,Hybrid Electric
Prius Hybrid,2012,Toyota,Hybrid Electric
Prius Plug-in Hybrid,2012,Toyota,Plug-in Hybrid Electric
Prius V,2012,Toyota,Hybrid Electric
RAV4 EV,2012,Toyota,Electric
Sequoia 4WD FFV,2012,Toyota,Ethanol (E85)
Tundra 4WD FFV,2012,Toyota,Ethanol (E85)
MV-1,2012,Vehicle Production Group,CNG - Compressed Natural Gas
Routan FFV,2012,Volkswagen,Ethanol (E85)
Touareg Hybrid,2012,Volkswagen,Hybrid Electric
LiFe,2012,"Wheego Electric Cars, Inc.",Electric
Continental Flying Spur,2011,Bentley Motors,Ethanol (E85)
Continental GTC,2011,Bentley Motors,Ethanol (E85)
Continental Supersport,2011,Bentley Motors,Ethanol (E85)
Active Hybrid 7,2011,BMW,Hybrid Electric
Active Hybrid 7L,2011,BMW,Hybrid Electric
Active Hybrid X6,2011,BMW,Hybrid Electric
Lucerne CX,2011,Buick,Ethanol (E85)
Regal Automatic,2011,Buick,Ethanol (E85)
Regal Manual,2011,Buick,Ethanol (E85)
Escalade 2WD,2011,Cadillac,Ethanol (E85)
Escalade AWD,2011,Cadillac,Ethanol (E85)
Escalade ESV 2WD,2011,Cadillac,Ethanol (E85)
Escalade ESV AWD,2011,Cadillac,Ethanol (E85)
Escalade Ext AWD,2011,Cadillac,Ethanol (E85)
Escalade Hybrid,2011,Cadillac,Hybrid Electric
Avalanche 1500 4WD,2011,Chevrolet,Ethanol (E85)
Equinox AWD,2011,Chevrolet,Ethanol (E85)
Equinox FWD,2011,Chevrolet,Ethanol (E85)
Express 1500 Cargo Van,2011,Chevrolet,Ethanol (E85)
Express 2500 Passenger Van,2011,Chevrolet,Ethanol (E85)
HHR FWD Automatic,2011,Chevrolet,Ethanol (E85)
HHR FWD Manual,2011,Chevrolet,Ethanol (E85)
Impala LS,2011,Chevrolet,Ethanol (E85)
Malibu LS,2011,Chevrolet,Ethanol (E85)
Silverado 1500 2WD,2011,Chevrolet,Ethanol (E85)
Silverado 1500 4WD,2011,Chevrolet,Ethanol (E85)
Silverado 1500 Hybrid,2011,Chevrolet,Hybrid Electric
Suburban 1500 4WD,2011,Chevrolet,Ethanol (E85)
Tahoe 1500 4WD,2011,Chevrolet,Ethanol (E85)
Tahoe 1500 Hybrid,2011,Chevrolet,Hybrid Electric
Volt,2011,Chevrolet,Plug-in Hybrid Electric
200,2011,Chrysler,Ethanol (E85)
300,2011,Chrysler,Ethanol (E85)
Town & Country,2011,Chrysler,Ethanol (E85)
Avenger,2011,Dodge,Ethanol (E85)
Challenger,2011,Dodge,Ethanol (E85)
Charger,2011,Dodge,Ethanol (E85)
Dakota 2WD,2011,Dodge,Ethanol (E85)
Dakota 4WD,2011,Dodge,Ethanol (E85)
Durango 2WD,2011,Dodge,Ethanol (E85)
Durango 4WD,2011,Dodge,Ethanol (E85)
Grand Caravan,2011,Dodge,Ethanol (E85)
Journey,2011,Dodge,Ethanol (E85)
Ram,2011,Dodge,Ethanol (E85)
Ram 1500 2WD,2011,Dodge,Ethanol (E85)
Crown Victoria LX,2011,Ford,Ethanol (E85)
E150,2011,Ford,Ethanol (E85)
E250,2011,Ford,Ethanol (E85)
E350,2011,Ford,Ethanol (E85)
Escape 4WD,2011,Ford,Ethanol (E85)
Escape Hybrid,2011,Ford,Hybrid Electric
Expedition 4WD,2011,Ford,Ethanol (E85)
F150,2011,Ford,Ethanol (E85)
F250,2011,Ford,Ethanol (E85)
Ford  Azure Transit Connect,2011,Ford,Electric
Fusion AWD FFV,2011,Ford,Ethanol (E85)
Fusion FWD FFV,2011,Ford,Ethanol (E85)
Fusion Hybrid,2011,Ford,Hybrid Electric
Transit Connect CNG,2011,Ford,CNG - Compressed Natural Gas
Transit Connect Propane,2011,Ford,Propane
Savana 1500,2011,GMC,Ethanol (E85)
Savana 2500,2011,GMC,Ethanol (E85)
Sierra 1500,2011,GMC,Ethanol (E85)
Sierra 1500 Hybrid,2011,GMC,Hybrid Electric
Terrain AWD,2011,GMC,Ethanol (E85)
Terrain FWD,2011,GMC,Ethanol (E85)
Yukon 1500,2011,GMC,Ethanol (E85)
Yukon 1500 Hybrid,2011,GMC,Hybrid Electric
Civic GX,2011,Honda,CNG - Compressed Natural Gas
Civic Hybrid,2011,Honda,Hybrid Electric
CR-Z,2011,Honda,Hybrid Electric
FCX Clarity,2011,Honda,Hydrogen Fuel Cell
Insight LX Hybrid,2011,Honda,Hybrid Electric
Sonata Hybrid,2011,Hyundai,Hybrid Electric
Grand Cherokee 2WD,2011,Jeep,Ethanol (E85)
Grand Cherokee 4WD,2011,Jeep,Ethanol (E85)
CT 200h,2011,Lexus,Hybrid Electric
GS 450h,2011,Lexus,Hybrid Electric
HS 250h,2011,Lexus,Hybrid Electric
LS 600h,2011,Lexus,Hybrid Electric
RX 450h,2011,Lexus,Hybrid Electric
MKZ Hybrid,2011,Lincoln,Hybrid Electric
Navigator 2WD,2011,Lincoln,Ethanol (E85)
Navigator 4WD,2011,Lincoln,Ethanol (E85)
Town Car,2011,Lincoln,Ethanol (E85)
Tribute 2WD Hybrid,2011,Mazda,Hybrid Electric
Tribute 4WD FFV,2011,Mazda,Ethanol (E85)
Tribute FWD FFV,2011,Mazda,Ethanol (E85)
C300 4Matic,2011,Mercedes-Benz,Ethanol (E85)
C300 Sport,2011,Mercedes-Benz,Ethanol (E85)
ML450 4Matic Hybrid,2011,Mercedes-Benz,Hybrid Electric
S400 Hybrid,2011,Mercedes-Benz,Hybrid Electric
Grand Marquis,2011,Mercury,Ethanol (E85)
Mariner,2011,Mercury,Ethanol (E85)
Mariner Hybrid,2011,Mercury,Hybrid Electric
Milan AWD,2011,Mercury,Ethanol (E85)
Milan Hybrid,2011,Mercury,Hybrid Electric
Altima Hybrid,2011,Nissan,Hybrid Electric
Armada 2WD FFV,2011,Nissan,Ethanol (E85)
Armada 4WD FFV,2011,Nissan,Ethanol (E85)
Leaf,2011,Nissan,Electric
LEAF,2011,Nissan,Electric
Titan King Cab 2WD FFV,2011,Nissan,Ethanol (E85)
Titan King Cab 4WD FFV,2011,Nissan,Ethanol (E85)
9-5 Turbo4,2011,Saab,Ethanol (E85)
Roadster 2.5,2011,Tesla,Electric
Camry Hybrid,2011,Toyota,Hybrid Electric
Highlander Hybrid,2011,Toyota,Hybrid Electric
Prius,2011,Toyota,Hybrid Electric
Sequoia 4WD,2011,Toyota,Ethanol (E85)
Sequoia 4WD FFV,2011,Toyota,Ethanol (E85)
Tundra 4WD,2011,Toyota,Ethanol (E85)
Touareg Hybrid,2011,Volkswagen,Hybrid Electric
X6 Active Hybrid,2010,BMW,Hybrid Electric
Lucerne,2010,Buick,Ethanol (E85)
Escalade,2010,Cadillac,Ethanol (E85)
Escalade Hybrid,2010,Cadillac,Hybrid Electric
Avalanche 1500,2010,Chevrolet,Ethanol (E85)
Express G1500,2010,Chevrolet,Ethanol (E85)
HHR 2WD,2010,Chevrolet,Ethanol (E85)
Impala,2010,Chevrolet,Ethanol (E85)
Malibu,2010,Chevrolet,Ethanol (E85)
Malibu LS,2010,Chevrolet,Hybrid Electric
Silverado 1500,2010,Chevrolet,Hybrid Electric
Silverado C15,2010,Chevrolet,Ethanol (E85)
Suburban C1500,2010,Chevrolet,Ethanol (E85)
Tahoe,2010,Chevrolet,Ethanol (E85)
Tahoe Hybrid,2010,Chevrolet,Hybrid Electric
Sebring,2010,Chrysler,Ethanol (E85)
Town & Country,2010,Chrysler,Ethanol (E85)
Avenger SXT,2010,Dodge,Ethanol (E85)
Dakota,2010,Dodge,Ethanol (E85)
Grand Caravan,2010,Dodge,Ethanol (E85)
RAM 1500 4WD,2010,Dodge,Ethanol (E85)
Crown Victoria,2010,Ford,Ethanol (E85)
Escape,2010,Ford,Ethanol (E85)
Escape Hybrid,2010,Ford,Hybrid Electric
Expedition,2010,Ford,Ethanol (E85)
F150,2010,Ford,Ethanol (E85)
Fusion,2010,Ford,Ethanol (E85)
Fusion Hybrid FWD,2010,Ford,Hybrid Electric
Savana,2010,GMC,Ethanol (E85)
Yukon,2010,GMC,Ethanol (E85)
Yukon 1500,2010,GMC,Hybrid Electric
Civic GX,2010,Honda,CNG - Compressed Natural Gas
Civic Hybrid,2010,Honda,Hybrid Electric
Insight,2010,Honda,Hybrid Electric
HS 250h,2010,Lexus,Hybrid Electric
RX 450h,2010,Lexus,Hybrid Electric
Navigator,2010,Lincoln,Ethanol (E85)
Town Car,2010,Lincoln,Ethanol (E85)
Tribute,2010,Mazda,Ethanol (E85)
Tribute Hybrid,2010,Mazda,Hybrid Electric
C300 Sport,2010,Mercedes-Benz,Ethanol (E85)
S400 Hybrid,2010,Mercedes-Benz,Hybrid Electric
Grand Marquis,2010,Mercury,Ethanol (E85)
Mariner,2010,Mercury,Ethanol (E85)
Mariner Hybrid,2010,Mercury,Hybrid Electric
Milan FWD FFV,2010,Mercury,Ethanol (E85)
Milan Hybrid,2010,Mercury,Hybrid Electric
Altima,2010,Nissan,Hybrid Electric
Armada,2010,Nissan,Ethanol (E85)
Titan,2010,Nissan,Ethanol (E85)
Roadster,2010,Tesla,Electric
Camry,2010,Toyota,Hybrid Electric
Highlander,2010,Toyota,Hybrid Electric
Prius 10,2010,Toyota,Hybrid Electric
Sequoia,2010,Toyota,Ethanol (E85)
Tundra,2010,Toyota,Ethanol (E85)
MV-1,2010,Vehicle Production Group,CNG - Compressed Natural Gas
Lucerne FFV,2009,Buick,Ethanol (E85)
Escalade FFV,2009,Cadillac,Ethanol (E85)
Escalade Hybrid,2009,Cadillac,Hybrid Electric
Avalanche 1500 FFV,2009,Chevrolet,Ethanol (E85)
Express FFV,2009,Chevrolet,Ethanol (E85)
HHR FFV,2009,Chevrolet,Ethanol (E85)
Impala FFV,2009,Chevrolet,Ethanol (E85)
Malibu Hybrid,2009,Chevrolet,Hybrid Electric
Silverado 1500 Hybrid,2009,Chevrolet,Hybrid Electric
Silverado FFV,2009,Chevrolet,Ethanol (E85)
Suburban FFV,2009,Chevrolet,Ethanol (E85)
Tahoe 1500 Hybrid,2009,Chevrolet,Hybrid Electric
Tahoe FFV,2009,Chevrolet,Ethanol (E85)
Aspen FFV,2009,Chrysler,Ethanol (E85)
Aspen Hybrid,2009,Chrysler,Hybrid Electric
Sebring FFV,2009,Chrysler,Ethanol (E85)
Town and Country FFV,2009,Chrysler,Ethanol (E85)
Avenger FFV,2009,Dodge,Ethanol (E85)
Caravan FFV,2009,Dodge,Ethanol (E85)
Dakota FFV,2009,Dodge,Ethanol (E85)
Durango FFV,2009,Dodge,Ethanol (E85)
Durango Hybrid,2009,Dodge,Hybrid Electric
Ram FFV,2009,Dodge,Ethanol (E85)
Crown Victoria FFV,2009,Ford,Ethanol (E85)
E150 Van FFV,2009,Ford,Ethanol (E85)
Escape Hybrid,2009,Ford,Hybrid Electric
Expedition FFV,2009,Ford,Ethanol (E85)
F-150 FFV,2009,Ford,Ethanol (E85)
Roush F-150 LPI,2009,Ford,Propane
Savana 1500 FFV,2009,GMC,Ethanol (E85)
Sierra 1500 FFV,2009,GMC,Ethanol (E85)
Yukon 1500 Hybrid,2009,GMC,Hybrid Electric
Yukon FFV,2009,GMC,Ethanol (E85)
Yukon XL FFV,2009,GMC,Ethanol (E85)
Civic GX,2009,Honda,CNG - Compressed Natural Gas
Civic Hybrid Sedan,2009,Honda,Hybrid Electric
FCX,2009,Honda,Hydrogen Fuel Cell
H2 FFV,2009,HUMMER,Ethanol (E85)
Commander FFV,2009,Jeep,Ethanol (E85)
Grand Cherokee FFV,2009,Jeep,Ethanol (E85)
GS 450h,2009,Lexus,Hybrid Electric
LS 600h,2009,Lexus,Hybrid Electric
Navigator FFV,2009,Lincoln,Ethanol (E85)
Town Car FFV,2009,Lincoln,Ethanol (E85)
Tribute Hybrid,2009,Mazda,Hybrid Electric
C300 Sport Sedan FFV,2009,Mercedes-Benz,Ethanol (E85)
Grand Marquis FFV,2009,Mercury,Ethanol (E85)
Mariner Hybrid,2009,Mercury,Hybrid Electric
Raider FFV,2009,Mitsubishi,Ethanol (E85)
Altima Hybrid,2009,Nissan,Hybrid Electric
Armada FFV,2009,Nissan,Ethanol (E85)
Titan FFV,2009,Nissan,Ethanol (E85)
Aura Hybrid,2009,Saturn,Hybrid Electric
VUE Green Line,2009,Saturn,Hybrid Electric
Roadster 2.5,2009,Tesla,Electric
Camry Hybrid,2009,Toyota,Hybrid Electric
Highlander Hybrid,2009,Toyota,Hybrid Electric
Prius Hybrid,2009,Toyota,Hybrid Electric
Tundra FFV,2009,Toyota,Ethanol (E85)
Avalanche FFV,2008,Chevrolet,Ethanol (E85)
Express FFV,2008,Chevrolet,Ethanol (E85)
Impala FFV,2008,Chevrolet,Ethanol (E85)
Malibu,2008,Chevrolet,Hybrid Electric
Police Impala FFV,2008,Chevrolet,Ethanol (E85)
Police Tahoe FFV,2008,Chevrolet,Ethanol (E85)
Silverado FFV,2008,Chevrolet,Ethanol (E85)
Suburban FFV,2008,Chevrolet,Ethanol (E85)
Tahoe FFV,2008,Chevrolet,Ethanol (E85)
Tahoe Hybrid,2008,Chevrolet,Hybrid Electric
Uplander FFV,2008,Chevrolet,Ethanol (E85)
Aspen FFV,2008,Chrysler,Ethanol (E85)
Sebring FFV,2008,Chrysler,Ethanol (E85)
Town and Country FFV,2008,Chrysler,Ethanol (E85)
Avenger FFV,2008,Dodge,Ethanol (E85)
Dakota FFV,2008,Dodge,Ethanol (E85)
Durango FFV,2008,Dodge,Ethanol (E85)
Grand Caravan FFV,2008,Dodge,Ethanol (E85)
Ram Pickup FFV,2008,Dodge,Ethanol (E85)
Crown Victoria FFV,2008,Ford,Ethanol (E85)
Crown Victoria Police FFV,2008,Ford,Ethanol (E85)
Escape Hybrid,2008,Ford,Hybrid Electric
F-150 FFV,2008,Ford,Ethanol (E85)
F-150 LPI,2008,Ford,Propane
Grand Marquis FFV,2008,Ford,Ethanol (E85)
Savana FFV,2008,GMC,Ethanol (E85)
Sierra FFV,2008,GMC,Ethanol (E85)
Yukon,2008,GMC,Hybrid Electric
Yukon FFV,2008,GMC,Ethanol (E85)
Yukon XL FFV,2008,GMC,Ethanol (E85)
Civic GX,2008,Honda,CNG - Compressed Natural Gas
Civic Hybrid Sedan,2008,Honda,Hybrid Electric
FCX,2008,Honda,Hydrogen Fuel Cell
Commander FFV,2008,Jeep,Ethanol (E85)
Grand Cherokee FFV,2008,Jeep,Ethanol (E85)
Town Car FFV,2008,Lincoln,Ethanol (E85)
Tribute,2008,Mazda,Hybrid Electric
C300 Sport Sedan FFV,2008,Mercedes-Benz,Ethanol (E85)
Mariner,2008,Mercury,Hybrid Electric
Altima,2008,Nissan,Hybrid Electric
Armada FFV,2008,Nissan,Ethanol (E85)
Titan FFV,2008,Nissan,Ethanol (E85)
Aura Hybrid,2008,Saturn,Hybrid Electric
VUE Green Line,2008,Saturn,Hybrid Electric
Camry,2008,Toyota,Hybrid Electric
Highlander,2008,Toyota,Hybrid Electric
Lexus GS 450h Hybrid,2008,Toyota,Hybrid Electric
Lexus LS 600h,2008,Toyota,Hybrid Electric
Lexus RX 400h Hybrid,2008,Toyota,Hybrid Electric
Prius Hybrid,2008,Toyota,Hybrid Electric
Terraza FFV,2007,Buick,Ethanol (E85)
Avalanche FFV,2007,Chevrolet,Ethanol (E85)
Express FFV,2007,Chevrolet,Ethanol (E85)
Impala FFV,2007,Chevrolet,Ethanol (E85)
Monte Carlo FFV,2007,Chevrolet,Ethanol (E85)
Police Tahoe FFV,2007,Chevrolet,Ethanol (E85)
Silverado,2007,Chevrolet,Hybrid Electric
Silverado FFV,2007,Chevrolet,Ethanol (E85)
Suburban FFV,2007,Chevrolet,Ethanol (E85)
Tahoe FFV,2007,Chevrolet,Ethanol (E85)
Uplander FFV,2007,Chevrolet,Ethanol (E85)
Aspen FFV,2007,Chrysler,Ethanol (E85)
Sebring FFV,2007,Chrysler,Ethanol (E85)
Town and Country FFV,2007,Chrysler,Ethanol (E85)
Caravan FFV,2007,Dodge,Ethanol (E85)
Dakota FFV,2007,Dodge,Ethanol (E85)
Durango FFV,2007,Dodge,Ethanol (E85)
Grand Caravan FFV,2007,Dodge,Ethanol (E85)
Ram Pickup FFV,2007,Dodge,Ethanol (E85)
Crown Victoria FFV,2007,Ford,Ethanol (E85)
Escape Hybrid,2007,Ford,Hybrid Electric
F-150 FFV,2007,Ford,Ethanol (E85)
Grand Marquis FFV,2007,Ford,Ethanol (E85)
Savana FFV,2007,GMC,Ethanol (E85)
Sierra,2007,GMC,Hybrid Electric
Sierra FFV,2007,GMC,Ethanol (E85)
Yukon FFV,2007,GMC,Ethanol (E85)
Yukon XL FFV,2007,GMC,Ethanol (E85)
Accord,2007,Honda,Hybrid Electric
Civic,2007,Honda,Hybrid Electric
Civic GX,2007,Honda,CNG - Compressed Natural Gas
FCX,2007,Honda,Hydrogen Fuel Cell
Commander FFV,2007,Jeep,Ethanol (E85)
Grand Cherokee FFV,2007,Jeep,Ethanol (E85)
Town Car FFV,2007,Lincoln,Ethanol (E85)
C230 Sport Sedan FFV,2007,Mercedes-Benz,Ethanol (E85)
Mariner,2007,Mercury,Hybrid Electric
Altima,2007,Nissan,Hybrid Electric
Armada FFV,2007,Nissan,Ethanol (E85)
Titan FFV,2007,Nissan,Ethanol (E85)
VUE Green Line,2007,Saturn,Hybrid Electric
Camry,2007,Toyota,Hybrid Electric
Highlander,2007,Toyota,Hybrid Electric
Lexus GS 450h,2007,Toyota,Hybrid Electric
Lexus RX 400h,2007,Toyota,Hybrid Electric
Prius,2007,Toyota,Hybrid Electric
Avalanche FFV,2006,Chevrolet,Ethanol (E85)
Impala FFV,2006,Chevrolet,Ethanol (E85)
Monte Carlo FFV,2006,Chevrolet,Ethanol (E85)
Silverado,2006,Chevrolet,Hybrid Electric
Silverado,2006,Chevrolet,CNG - Compressed Natural Gas
Silverado FFV,2006,Chevrolet,Ethanol (E85)
Suburban FFV,2006,Chevrolet,Ethanol (E85)
Tahoe FFV,2006,Chevrolet,Ethanol (E85)
Sebring FFV,2006,Chrysler,Ethanol (E85)
Caravan FFV,2006,Dodge,Ethanol (E85)
Durango FFV,2006,Dodge,Ethanol (E85)
Grand Caravan FFV,2006,Dodge,Ethanol (E85)
Ram Pickup FFV,2006,Dodge,Ethanol (E85)
Stratus FFV,2006,Dodge,Ethanol (E85)
Crown Victoria FFV,2006,Ford,Ethanol (E85)
Escape Hybrid,2006,Ford,Hybrid Electric
