Model,Year,Brand,Fuel
Panamera Turbo S e-Hybrid Executive,2019,Porsche,Plug-in Hybrid Electric
Panamera Turbo S e-Hybrid ST,2019,Porsche,Plug-in Hybrid Electric
1500 2WD,2019,Ram,Hybrid Electric
1500 4WD,2019,Ram,Hybrid Electric
1500 Classic 2WD,2019,Ram,Ethanol (E85)
1500 Classic 4WD,2019,Ram,Ethanol (E85)
1500 HFE 2WD,2019,Ram,Hybrid Electric
EQ fortwo convertible,2019,smart,Electric
EQ fortwo coupe,2019,smart,Electric
Crosstrek Hybrid AWD,2019,Subaru,Plug-in Hybrid Electric
Model 3 Long Range,2019,Tesla,Electric
Model 3 Long Range AWD,2019,Tesla,Electric
Model 3 Long Range AWD Performance,2019,Tesla,Electric
Model 3 Mid Range,2019,Tesla,Electric
Model 3 Standard Range,2019,Tesla,Electric
Model 3 Standard Range Plus,2019,Tesla,Electric
Model S 100D,2019,Tesla,Electric
Model S 75D,2019,Tesla,Electric
Model S Long Range,2019,Tesla,Electric
Model S P100D,2019,Tesla,Electric
"Model S Performance (19"" Wheels)",2019,Tesla,Electric
Model S Standard Range,2019,Tesla,Electric
Model X 100D,2019,Tesla,Electric
Model X 75D,2019,Tesla,Electric
Model X Long Range,2019,Tesla,Electric
Model X P100D,2019,Tesla,Electric
"Model X Performance (22"" Wheels)",2019,Tesla,Electric
Avalon Hybrid,2019,Toyota,Hybrid Electric
Avalon Hybrid XLE,2019,Toyota,Hybrid Electric
Camry Hybrid LE,2019,Toyota,Hybrid Electric
Camry Hybrid XLE/SE,2019,Toyota,Hybrid Electric
Highlander Hybrid AWD,2019,Toyota,Hybrid Electric
Highlander Hybrid AWD LE Plus,2019,Toyota,Hybrid Electric
Mirai,2019,Toyota,Hydrogen Fuel Cell
Prius,2019,Toyota,Hybrid Electric
Prius AWD,2019,Toyota,Hybrid Electric
Prius c,2019,Toyota,Hybrid Electric
Prius Eco,2019,Toyota,Hybrid Electric
Prius Prime,2019,Toyota,Plug-in Hybrid Electric
RAV4 Hybrid AWD,2019,Toyota,Hybrid Electric
Tundra 4WD FFV,2019,Toyota,Ethanol (E85)
e-Golf,2019,Volkswagen,Electric
S60 AWD,2019,Volvo,Plug-in Hybrid Electric
S90 AWD,2019,Volvo,Plug-in Hybrid Electric
XC60 AWD,2019,Volvo,Plug-in Hybrid Electric
XC90 AWD,2019,Volvo,Plug-in Hybrid Electric
MDX AWD,2018,Acura,Hybrid Electric
NSX Hybrid,2018,Acura,Hybrid Electric
RLX Hybrid,2018,Acura,Hybrid Electric
A3 e-tron,2018,Audi,Plug-in Hybrid Electric
330e,2018,BMW,Plug-in Hybrid Electric
530e,2018,BMW,Plug-in Hybrid Electric
530e xDrive,2018,BMW,Plug-in Hybrid Electric
740e xDrive,2018,BMW,Plug-in Hybrid Electric
I3 (94 Ah) ,2018,BMW,Electric
I3 (94Ah) with Range Extender,2018,BMW,Plug-in Hybrid Electric
I3s (94 Ah) ,2018,BMW,Electric
I3s (94Ah) with Range Extender,2018,BMW,Plug-in Hybrid Electric
X5 xDrive40e,2018,BMW,Plug-in Hybrid Electric
LaCrosse Hybrid,2018,Buick,Hybrid Electric
e6,2018,BYD Motors,Electric
CT6 Plug-In,2018,Cadillac,Plug-in Hybrid Electric
Bolt EV,2018,Chevrolet,Electric
C15 Silverado 2WD,2018,Chevrolet,Hybrid Electric
Colorado 2WD,2018,Chevrolet,Biodiesel (B20)
Colorado 4WD,2018,Chevrolet,Biodiesel (B20)
Colorado ZR2 4WD,2018,Chevrolet,Biodiesel (B20)
Cruze,2018,Chevrolet,Biodiesel (B20)
Cruze Hatchback,2018,Chevrolet,Biodiesel (B20)
Equinox AWD,2018,Chevrolet,Biodiesel (B20)
Equinox FWD,2018,Chevrolet,Biodiesel (B20)
Express 2500,2018,Chevrolet,Ethanol (E85)
Express 2500,2018,Chevrolet,Propane
Express 2500,2018,Chevrolet,Biodiesel (B20)
Express 2500,2018,Chevrolet,CNG - Compressed Natural Gas
Impala,2018,Chevrolet,Ethanol (E85)
K15 Silverado 4WD,2018,Chevrolet,Hybrid Electric
Malibu Hybrid,2018,Chevrolet,Hybrid Electric
Silverado 2500 HD,2018,Chevrolet,Ethanol (E85)
Silverado 2500 HD 2WD/4WD,2018,Chevrolet,Biodiesel (B20)
Silverado 2500 HD 2WD/4WD,2018,Chevrolet,CNG - Compressed Natural Gas
Silverado 2500 HD 2WD/4WD,2018,Chevrolet,Propane
Silverado C15 2WD,2018,Chevrolet,Ethanol (E85)
Silverado K15 4WD,2018,Chevrolet,Ethanol (E85)
Suburban C1500 2WD,2018,Chevrolet,Ethanol (E85)
Suburban K1500 4WD,2018,Chevrolet,Ethanol (E85)
Tahoe C1500 2WD,2018,Chevrolet,Ethanol (E85)
Tahoe K1500 4WD,2018,Chevrolet,Ethanol (E85)
Volt,2018,Chevrolet,Plug-in Hybrid Electric
300,2018,Chrysler,Ethanol (E85)
300 AWD,2018,Chrysler,Ethanol (E85)
Pacifica PHEV,2018,Chrysler,Plug-in Hybrid Electric
Charger,2018,Dodge,Ethanol (E85)
Charger AWD,2018,Dodge,Ethanol (E85)
Grand Caravan,2018,Dodge,Ethanol (E85)
Journey,2018,Dodge,Ethanol (E85)
500e,2018,Fiat,Electric
C-MAX Hybrid FWD,2018,Ford,Hybrid Electric
Escape FWD FFV,2018,Ford,Ethanol (E85)
Explorer AWD FFV,2018,Ford,Ethanol (E85)
F-150,2018,Ford,Propane
F-150,2018,Ford,CNG - Compressed Natural Gas
F-150,2018,Ford,Plug-in Hybrid Electric
F-150 2WD,2018,Ford,Biodiesel (B20)
F-150 2WD FFV,2018,Ford,Ethanol (E85)
F-150 4WD,2018,Ford,Biodiesel (B20)
F-150 4WD FFV,2018,Ford,Ethanol (E85)
F-150 4WD XL/XLT,2018,Ford,Biodiesel (B20)
Focus Electric FWD,2018,Ford,Electric
Fusion Energi Plug in Hybrid,2018,Ford,Plug-in Hybrid Electric
Fusion Hybrid FWD,2018,Ford,Hybrid Electric
Super Duty F-250,2018,Ford,Propane
Super Duty F-250,2018,Ford,Ethanol (E85)
Super Duty F-250,2018,Ford,CNG - Compressed Natural Gas
Super Duty F-250,2018,Ford,Biodiesel (B20)
Taurus AWD FFV,2018,Ford,Ethanol (E85)
Taurus FWD FFV,2018,Ford,Ethanol (E85)
Transit 150/250 Van/Wagon,2018,Ford,Propane
Transit 150/250 Van/Wagon,2018,Ford,CNG - Compressed Natural Gas
Transit Connect Van FFV,2018,Ford,Ethanol (E85)
Transit Connect Van/Wagon,2018,Ford,CNG - Compressed Natural Gas
Transit Connect Wagon FFV,2018,Ford,Ethanol (E85)
Transit Connect Wagon LWB FFV,2018,Ford,Ethanol (E85)
Transit T150 Van/Wagon,2018,Ford,Biodiesel (B20)
Transit T150 Van/Wagon FFV,2018,Ford,Ethanol (E85)
Transit T250 Van/Wagon,2018,Ford,Biodiesel (B20)
Transit T250 Van/Wagon FFV,2018,Ford,Ethanol (E85)
Canyon 2WD,2018,GMC,Biodiesel (B20)
Canyon 4WD,2018,GMC,Biodiesel (B20)
Savana 2500,2018,GMC,Propane
Savana 2500,2018,GMC,Biodiesel (B20)
Savana 2500,2018,GMC,CNG - Compressed Natural Gas
Savana 2500,2018,GMC,Ethanol (E85)
Sierra 15 Hybrid 2WD,2018,GMC,Hybrid Electric
Sierra 15 Hybrid 4WD,2018,GMC,Hybrid Electric
Sierra 2500 Denali HD 2WD/4WD,2018,GMC,Biodiesel (B20)
Sierra 2500 HD 2WD/4WD,2018,GMC,CNG - Compressed Natural Gas
Sierra 2500 HD 2WD/4WD,2018,GMC,Ethanol (E85)
Sierra 2500 HD 2WD/4WD,2018,GMC,Biodiesel (B20)
Sierra 2500 HD 2WD/4WD,2018,GMC,Propane
Sierra C15 2WD,2018,GMC,Ethanol (E85)
Sierra K15 2WD,2018,GMC,Ethanol (E85)
Terrain AWD,2018,GMC,Biodiesel (B20)
Terrain FWD,2018,GMC,Biodiesel (B20)
Yukon C1500 2WD,2018,GMC,Ethanol (E85)
Yukon C1500 XL 2WD,2018,GMC,Ethanol (E85)
Yukon K1500 4WD,2018,GMC,Ethanol (E85)
Yukon K1500 XL 4WD,2018,GMC,Ethanol (E85)
Accord Hybrid,2018,Honda,Hybrid Electric
Clarity,2018,Honda,Electric
Clarity,2018,Honda,Hydrogen Fuel Cell
Clarity PHEV,2018,Honda,Plug-in Hybrid Electric
Ioniq,2018,Hyundai,Hybrid Electric
Ioniq Blue,2018,Hyundai,Hybrid Electric
Ioniq Electric,2018,Hyundai,Electric
Ioniq Plug-in Hybrid,2018,Hyundai,Plug-in Hybrid Electric
Sonata Hybrid,2018,Hyundai,Hybrid Electric
Sonata Hybrid SE,2018,Hyundai,Hybrid Electric
Sonata Plug-in Hybrid,2018,Hyundai,Plug-in Hybrid Electric
Q50 Hybrid,2018,Infiniti,Hybrid Electric
Q50 Hybrid AWD,2018,Infiniti,Hybrid Electric
Q70 Hybrid,2018,Infiniti,Hybrid Electric
F-Pace,2018,Jaguar,Biodiesel (B20)
XE,2018,Jaguar,Biodiesel (B20)
XE AWD,2018,Jaguar,Biodiesel (B20)
XF,2018,Jaguar,Biodiesel (B20)
XF AWD,2018,Jaguar,Biodiesel (B20)
Cherokee 4WD,2018,Jeep,Ethanol (E85)
Cherokee FWD,2018,Jeep,Ethanol (E85)
Renegade 4x2,2018,Jeep,Ethanol (E85)
Revero,2018,Karma,Plug-in Hybrid Electric
Niro,2018,Kia,Hybrid Electric
Niro FE,2018,Kia,Hybrid Electric
Niro Plug-in Hybrid,2018,Kia,Plug-in Hybrid Electric
Niro Touring,2018,Kia,Hybrid Electric
Optima Hybrid,2018,Kia,Hybrid Electric
Optima Plug-In Hybrid,2018,Kia,Plug-in Hybrid Electric
Soul,2018,Kia,Electric
Range Rover Velar,2018,Land Rover,Biodiesel (B20)
ES 300h,2018,Lexus,Hybrid Electric
GS 450h,2018,Lexus,Hybrid Electric
LC 500h,2018,Lexus,Hybrid Electric
LS 500h,2018,Lexus,Hybrid Electric
LS 500h AWD,2018,Lexus,Hybrid Electric
NX 300h AWD,2018,Lexus,Hybrid Electric
RX 450h AWD,2018,Lexus,Hybrid Electric
RX 450h  L AWD,2018,Lexus,Hybrid Electric
MKZ Hybrid FWD,2018,Lincoln,Hybrid Electric
C350e,2018,Mercedes-Benz,Plug-in Hybrid Electric
CLA 250 4matic,2018,Mercedes-Benz,Ethanol (E85)
GLA 250 4matic,2018,Mercedes-Benz,Ethanol (E85)
GLC 350e 4MATIC,2018,Mercedes-Benz,Plug-in Hybrid Electric
GLE 350 4matic,2018,Mercedes-Benz,Ethanol (E85)
GLE550e,2018,Mercedes-Benz,Plug-in Hybrid Electric
Cooper SE Countryman ALL4,2018,Mini,Plug-in Hybrid Electric
Outlander PHEV,2018,Mitsubishi,Plug-in Hybrid Electric
Frontier 2WD FFV,2018,Nissan,Ethanol (E85)
Frontier 4WD FFV,2018,Nissan,Ethanol (E85)
Leaf,2018,Nissan,Electric
Rogue AWD Hybrid,2018,Nissan,Hybrid Electric
Rogue FWD Hybrid,2018,Nissan,Hybrid Electric
Titan HD 2WD/4WD,2018,Nissan,Biodiesel (B20)
Cayenne S e-Hybrid,2018,Porsche,Plug-in Hybrid Electric
Panamera 4 e-Hybrid,2018,Porsche,Plug-in Hybrid Electric
Panamera 4 e-Hybrid Executive,2018,Porsche,Plug-in Hybrid Electric
Panamera 4 e-Hybrid ST,2018,Porsche,Plug-in Hybrid Electric
Panamera Turbo S e-Hybrid,2018,Porsche,Plug-in Hybrid Electric
Panamera Turbo S e-Hybrid Executive,2018,Porsche,Plug-in Hybrid Electric
Panamera Turbo S e-Hybrid ST,2018,Porsche,Plug-in Hybrid Electric
1500 2WD,2018,Ram,Ethanol (E85)
1500 4WD,2018,Ram,Ethanol (E85)
1500 HD,2018,Ram,Biodiesel (B20)
2500 HD,2018,Ram,CNG - Compressed Natural Gas
2500 HD,2018,Ram,Biodiesel (B20)
fortwo electric drive convertable,2018,smart,Electric
fortwo electric drive coupe,2018,smart,Electric
Model 3 Long Range,2018,Tesla,Electric
Model 3 Long Range AWD,2018,Tesla,Electric
Model 3 Long Range AWD Performance,2018,Tesla,Electric
Model S 75 kWh,2018,Tesla,Electric
Model S AWD - 100D,2018,Tesla,Electric
Model S AWD - 75D,2018,Tesla,Electric
Model S AWD - P100D,2018,Tesla,Electric
Model X AWD - 100D,2018,Tesla,Electric
Model X AWD - 75D,2018,Tesla,Electric
Model X AWD - P100D,2018,Tesla,Electric
Avalon Hybrid,2018,Toyota,Hybrid Electric
Camry Hybrid LE,2018,Toyota,Hybrid Electric
Camry Hybrid XLE/SE,2018,Toyota,Hybrid Electric
Highlander Hybrid AWD,2018,Toyota,Hybrid Electric
Highlander Hybrid AWD LE Plus,2018,Toyota,Hybrid Electric
Mirai,2018,Toyota,Hydrogen Fuel Cell
Prius,2018,Toyota,Hybrid Electric
Prius c,2018,Toyota,Hybrid Electric
Prius Eco,2018,Toyota,Hybrid Electric
Prius Prime,2018,Toyota,Plug-in Hybrid Electric
RAV4 Hybrid AWD,2018,Toyota,Hybrid Electric
Sequoia 4WD FFV,2018,Toyota,Ethanol (E85)
Tundra 4WD FFV,2018,Toyota,Ethanol (E85)
S90 AWD,2018,Volvo,Plug-in Hybrid Electric
XC60 AWD,2018,Volvo,Plug-in Hybrid Electric
XC90 AWD,2018,Volvo,Plug-in Hybrid Electric
MDX Hybrid,2017,Acura,Hybrid Electric
NSX Hybrid,2017,Acura,Hybrid Electric
RLX Hybrid,2017,Acura,Hybrid Electric
A3 e-tron,2017,Audi,Plug-in Hybrid Electric
A5 Cabriolet quattro,2017,Audi,Ethanol (E85)
A5 quattro,2017,Audi,Ethanol (E85)
Q5 AWD,2017,Audi,Ethanol (E85)
330e,2017,BMW,Plug-in Hybrid Electric
740e xDrive,2017,BMW,Plug-in Hybrid Electric
i3 BEV,2017,BMW,Electric
I3 REX,2017,BMW,Plug-in Hybrid Electric
I8,2017,BMW,Plug-in Hybrid Electric
X5 xDrive40e,2017,BMW,Plug-in Hybrid Electric
e6,2017,BYD Motors,Electric
CT6 PHEV,2017,Cadillac,Plug-in Hybrid Electric
Bolt,2017,Chevrolet,Electric
COLORADO 2WD,2017,Chevrolet,Biodiesel (B20)
COLORADO 4WD,2017,Chevrolet,Biodiesel (B20)
Equinox AWD,2017,Chevrolet,Ethanol (E85)
Equinox FWD,2017,Chevrolet,Ethanol (E85)
Express 2500,2017,Chevrolet,Biodiesel (B20)
Express 2500,2017,Chevrolet,Propane
Express 2500,2017,Chevrolet,CNG - Compressed Natural Gas
Impala,2017,Chevrolet,Ethanol (E85)
Malibu Hybrid,2017,Chevrolet,Hybrid Electric
Silverado 15 Hybrid 2WD,2017,Chevrolet,Hybrid Electric
Silverado 15 Hybrid 4WD,2017,Chevrolet,Hybrid Electric
Silverado 2500 HD 2WD/4WD,2017,Chevrolet,Propane
Silverado 2500 HD 2WD/4WD,2017,Chevrolet,Biodiesel (B20)
Silverado 2500 HD 2WD/4WD,2017,Chevrolet,CNG - Compressed Natural Gas
Silverado C15 2WD,2017,Chevrolet,Ethanol (E85)
Silverado K15 4WD,2017,Chevrolet,Ethanol (E85)
Suburban C1500 2WD,2017,Chevrolet,Ethanol (E85)
Suburban K1500 4WD,2017,Chevrolet,Ethanol (E85)
Tahoe C1500 2WD,2017,Chevrolet,Ethanol (E85)
Tahoe K1500 4WD,2017,Chevrolet,Ethanol (E85)
Volt,2017,Chevrolet,Plug-in Hybrid Electric
200,2017,Chrysler,Ethanol (E85)
200 AWD,2017,Chrysler,Ethanol (E85)
Pacifica PHEV,2017,Chrysler,Plug-in Hybrid Electric
Grand Caravan,2017,Dodge,Ethanol (E85)
Journey,2017,Dodge,Ethanol (E85)
LaFerrari Aperta,2017,Ferrari,Hybrid Electric
500e,2017,Fiat,Electric
C-Max Energi,2017,Ford,Plug-in Hybrid Electric
C-MAX Hybrid,2017,Ford,Hybrid Electric
Escape FWD FFV,2017,Ford,Ethanol (E85)
Explorer 2WD FFV,2017,Ford,Ethanol (E85)
Explorer AWD FFV,2017,Ford,Ethanol (E85)
F-150,2017,Ford,Propane
F-150,2017,Ford,CNG - Compressed Natural Gas
Focus Electric,2017,Ford,Electric
Fusion Energi Plug in Hybrid,2017,Ford,Plug-in Hybrid Electric
Fusion Hybrid FWD,2017,Ford,Hybrid Electric
Super Duty F-250,2017,Ford,Propane
Super Duty F-250,2017,Ford,Biodiesel (B20)
Super Duty F-250,2017,Ford,CNG - Compressed Natural Gas
Transit 150/250,2017,Ford,Propane
Transit 150/250,2017,Ford,CNG - Compressed Natural Gas
Transit Connect,2017,Ford,CNG - Compressed Natural Gas
Transit Connect,2017,Ford,Propane
Transit Connect Van FFV,2017,Ford,Ethanol (E85)
Transit Connect Wagon FFV,2017,Ford,Ethanol (E85)
Transit Connect Wagon LWB FFV,2017,Ford,Ethanol (E85)
Transit T150 Wagon,2017,Ford,Biodiesel (B20)
Transit T150 Wagon FFV,2017,Ford,Ethanol (E85)
CANYON 2WD,2017,GMC,Biodiesel (B20)
CANYON 4WD,2017,GMC,Biodiesel (B20)
Savana 2500,2017,GMC,CNG - Compressed Natural Gas
Savana 2500,2017,GMC,Propane
Savana 2500,2017,GMC,Biodiesel (B20)
Sierra 15 Hybrid 2WD,2017,GMC,Hybrid Electric
Sierra 15 Hybrid 4WD,2017,GMC,Hybrid Electric
Sierra 2500 Denali HD 2WD/4WD,2017,GMC,Biodiesel (B20)
Sierra 2500 HD 2WD/4WD,2017,GMC,CNG - Compressed Natural Gas
Sierra 2500 HD 2WD/4WD,2017,GMC,Propane
Sierra 2500 HD 2WD/4WD,2017,GMC,Biodiesel (B20)
Sierra C15 2WD,2017,GMC,Ethanol (E85)
Sierra K15 4WD,2017,GMC,Ethanol (E85)
Terrain FWD,2017,GMC,Ethanol (E85)
Yukon C1500 2WD,2017,GMC,Ethanol (E85)
Yukon C1500 XL 2WD,2017,GMC,Ethanol (E85)
Yukon K1500 4WD,2017,GMC,Ethanol (E85)
Yukon K1500 XL 4WD,2017,GMC,Ethanol (E85)
Accord Hybrid,2017,Honda,Hybrid Electric
Clarity,2017,Honda,Electric
Ioniq,2017,Hyundai,Plug-in Hybrid Electric
Ioniq,2017,Hyundai,Hybrid Electric
Ioniq,2017,Hyundai,Electric
Ioniq Blue,2017,Hyundai,Hybrid Electric
Sonata Hybrid,2017,Hyundai,Hybrid Electric
Sonata Hybrid SE,2017,Hyundai,Hybrid Electric
Sonata Plug-in Hybrid,2017,Hyundai,Plug-in Hybrid Electric
Tucson,2017,Hyundai,Hydrogen Fuel Cell
Q50 Hybrid,2017,Infiniti,Hybrid Electric
Q50 Hybrid AWD,2017,Infiniti,Hybrid Electric
Q60 Hybrid AWD,2017,Infiniti,Hybrid Electric
Q60 Hybrid FWD,2017,Infiniti,Hybrid Electric
Q70 Hybrid,2017,Infiniti,Hybrid Electric
F-Pace,2017,Jaguar,Biodiesel (B20)
XE,2017,Jaguar,Biodiesel (B20)
XE AWD,2017,Jaguar,Biodiesel (B20)
XF AWD,2017,Jaguar,Biodiesel (B20)
Cherokee 4WD,2017,Jeep,Ethanol (E85)
Cherokee FWD,2017,Jeep,Ethanol (E85)
Grand Cherokee 2WD/4WD,2017,Jeep,Biodiesel (B20)
Renegade 2WD,2017,Jeep,Ethanol (E85)
Niro,2017,Kia,Hybrid Electric
Niro FE,2017,Kia,Hybrid Electric
Niro Touring,2017,Kia,Hybrid Electric
Optima Hybrid,2017,Kia,Hybrid Electric
Optima Plug-In Hybrid,2017,Kia,Plug-in Hybrid Electric
Soul,2017,Kia,Electric
Range Rover Sport,2017,Land Rover,Biodiesel (B20)
CT 200h,2017,Lexus,Hybrid Electric
ES 300h,2017,Lexus,Hybrid Electric
GS 450h,2017,Lexus,Hybrid Electric
NX 300h,2017,Lexus,Hybrid Electric
RX 450h,2017,Lexus,Hybrid Electric
MKZ Hybrid FWD,2017,Lincoln,Hybrid Electric
B250e,2017,Mercedes-Benz,Electric
C350e,2017,Mercedes-Benz,Plug-in Hybrid Electric
CLA250 4matic,2017,Mercedes-Benz,Ethanol (E85)
GLA250 4matic,2017,Mercedes-Benz,Ethanol (E85)
GLE350 4matic,2017,Mercedes-Benz,Ethanol (E85)
GLE550e,2017,Mercedes-Benz,Plug-in Hybrid Electric
S550e,2017,Mercedes-Benz,Plug-in Hybrid Electric
i-MiEV,2017,Mitsubishi,Electric
Leaf,2017,Nissan,Electric
Rogue AWD Hybrid,2017,Nissan,Hybrid Electric
Rogue FWD Hybrid,2017,Nissan,Hybrid Electric
Rogue SV FWD Hybrid,2017,Nissan,Hybrid Electric
Titan HD 2WD/4WD,2017,Nissan,Biodiesel (B20)
918 Spyder,2017,Porsche,Plug-in Hybrid Electric
Cayenne S e-Hybrid,2017,Porsche,Plug-in Hybrid Electric
Panamera 4 e-Hybrid,2017,Porsche,Plug-in Hybrid Electric
1500 2WD,2017,Ram,Ethanol (E85)
1500 4WD,2017,Ram,Ethanol (E85)
1500 HD,2017,Ram,Biodiesel (B20)
2500 HD,2017,Ram,CNG - Compressed Natural Gas
2500 HD,2017,Ram,Biodiesel (B20)
Promaster 1500/2500,2017,Ram,Biodiesel (B20)
fortwo electric drive convertable,2017,smart,Electric
fortwo electric drive coupe,2017,smart,Electric
Model 3 Long Range,2017,Tesla,Electric
Model S AWD - 100D,2017,Tesla,Electric
Model S AWD - 60D,2017,Tesla,Electric
Model S AWD - 75D,2017,Tesla,Electric
Model S AWD - P100D,2017,Tesla,Electric
Model S AWD - P90D,2017,Tesla,Electric
Model S RWD 60 kWh,2017,Tesla,Electric
Model S RWD 75 kWh,2017,Tesla,Electric
Model S RWD 90D,2017,Tesla,Electric
Model X AWD - 100D,2017,Tesla,Electric
Model X AWD - 60D,2017,Tesla,Electric
Model X AWD - 75D,2017,Tesla,Electric
Model X AWD - 90D,2017,Tesla,Electric
Model X AWD - P100D,2017,Tesla,Electric
Model X AWD - P90D,2017,Tesla,Electric
Avalon Hybrid,2017,Toyota,Hybrid Electric
Camry Hyrid LE,2017,Toyota,Hybrid Electric
Camry Hyrid XLE/SE,2017,Toyota,Hybrid Electric
Highlander Hybrid 4WD,2017,Toyota,Hybrid Electric
Highlander Hybrid 4WD LE Plus,2017,Toyota,Hybrid Electric
Mirai,2017,Toyota,Hydrogen Fuel Cell
Prius,2017,Toyota,Hybrid Electric
Prius c,2017,Toyota,Hybrid Electric
Prius Eco,2017,Toyota,Hybrid Electric
Prius Prime,2017,Toyota,Plug-in Hybrid Electric
Prius v,2017,Toyota,Hybrid Electric
RAV4 Hybrid AWD,2017,Toyota,Hybrid Electric
Tundra 2WD FFV,2017,Toyota,Ethanol (E85)
Tundra 4WD FFV,2017,Toyota,Ethanol (E85)
e-Golf,2017,Volkswagen,Electric
XC90 T8 Plug-in Hybrid,2017,Volvo,Plug-in Hybrid Electric
RLX Hybrid,2016,Acura,Hybrid Electric
A3 Sportback e-tron,2016,Audi,Plug-in Hybrid Electric
A4 Quattro,2016,Audi,Ethanol (E85)
A5 Cabriolet Quattro,2016,Audi,Ethanol (E85)
A5 Quattro,2016,Audi,Ethanol (E85)
Allroad Quattro,2016,Audi,Ethanol (E85)
Q5 AWD,2016,Audi,Ethanol (E85)
Q5 Hybrid AWD,2016,Audi,Hybrid Electric
ActiveHybrid 5,2016,BMW,Hybrid Electric
i3,2016,BMW,Electric
i3 REX,2016,BMW,Plug-in Hybrid Electric
i8 Plug-in Hybrid,2016,BMW,Plug-in Hybrid Electric
X5 xDrive40e Plug-in Hybrid,2016,BMW,Plug-in Hybrid Electric
LaCrosse FWD/AWD,2016,Buick,Ethanol (E85)
Verano,2016,Buick,Ethanol (E85)
ELR,2016,Cadillac,Plug-in Hybrid Electric
Caprice Police Patrol Vehicle,2016,Chevrolet,Ethanol (E85)
Colorado 2WD/4WD,2016,Chevrolet,Biodiesel (B20)
Equinox FWD/AWD,2016,Chevrolet,Ethanol (E85)
Express 2500,2016,Chevrolet,CNG - Compressed Natural Gas
Express 2500,2016,Chevrolet,Biodiesel (B20)
Express 2500,2016,Chevrolet,Ethanol (E85)
Express Cargo Paratransit,2016,Chevrolet,Ethanol (E85)
Express Prisoner Transport,2016,Chevrolet,CNG - Compressed Natural Gas
Express Prisoner Transport,2016,Chevrolet,Biodiesel (B20)
Express Prisoner Transport,2016,Chevrolet,Ethanol (E85)
Impala,2016,Chevrolet,Ethanol (E85)
Impala,2016,Chevrolet,CNG - Compressed Natural Gas
Impala Limited Police,2016,Chevrolet,Ethanol (E85)
Malibu,2016,Chevrolet,Hybrid Electric
Silverado 1500 2WD/4WD,2016,Chevrolet,Ethanol (E85)
Silverado 1500 Special Services 2WD/4WD,2016,Chevrolet,Ethanol (E85)
Silverado 2500 HD,2016,Chevrolet,CNG - Compressed Natural Gas
Silverado 2500 HD 2WD/4WD,2016,Chevrolet,Biodiesel (B20)
Silverado 2500 HD 2WD/4WD,2016,Chevrolet,Ethanol (E85)
Spark,2016,Chevrolet,Electric
Suburban 2WD/4WD,2016,Chevrolet,Ethanol (E85)
Tahoe 2WD/4WD,2016,Chevrolet,Ethanol (E85)
Tahoe Police 2WD/4WD,2016,Chevrolet,Ethanol (E85)
Volt,2016,Chevrolet,Plug-in Hybrid Electric
200,2016,Chrysler,Ethanol (E85)
200 FWD/AWD,2016,Chrysler,Ethanol (E85)
300 RWD/AWD,2016,Chrysler,Ethanol (E85)
Dart,2016,Chrysler,Ethanol (E85)
Town & Country,2016,Chrysler,Ethanol (E85)
Charger Police Pursuit,2016,Dodge,Ethanol (E85)
Charger RWD/AWD,2016,Dodge,Ethanol (E85)
Durango Police Special Service Vehicle,2016,Dodge,Ethanol (E85)
Grand Caravan,2016,Dodge,Ethanol (E85)
Journey FWD,2016,Dodge,Ethanol (E85)
500e,2016,Fiat,Electric
C-MAX Energi,2016,Ford,Plug-in Hybrid Electric
C-MAX Hybrid,2016,Ford,Hybrid Electric
Explorer 2WD/AWD,2016,Ford,Ethanol (E85)
F-150,2016,Ford,Ethanol (E85)
F-150,2016,Ford,Propane
F-150,2016,Ford,CNG - Compressed Natural Gas
Focus,2016,Ford,Ethanol (E85)
Focus,2016,Ford,Electric
Fusion Energi,2016,Ford,Plug-in Hybrid Electric
Fusion Hybrid,2016,Ford,Hybrid Electric
Police Interceptor,2016,Ford,Ethanol (E85)
Police Interceptor Utility,2016,Ford,Ethanol (E85)
Super Duty F-250,2016,Ford,Propane
Super Duty F-250,2016,Ford,CNG - Compressed Natural Gas
Super Duty F-250,2016,Ford,Ethanol (E85)
Super Duty F-250,2016,Ford,Biodiesel (B20)
Transit 150/250,2016,Ford,Propane
Transit 150/250,2016,Ford,CNG - Compressed Natural Gas
Transit 150/250,2016,Ford,Ethanol (E85)
Transit 250,2016,Ford,CNG - Compressed Natural Gas
Transit 250,2016,Ford,Propane
Transit 250,2016,Ford,Ethanol (E85)
Transit Connect,2016,Ford,CNG - Compressed Natural Gas
Transit Connect,2016,Ford,Propane
Transit Connect,2016,Ford,Ethanol (E85)
Savana 2500,2016,GMC,Biodiesel (B20)
Savana 2500,2016,GMC,CNG - Compressed Natural Gas
Savana 2500,2016,GMC,Ethanol (E85)
Savana Cargo Paratransit,2016,GMC,Ethanol (E85)
Sierra 1500 2WD/4WD,2016,GMC,Ethanol (E85)
Sierra 2500 2WD/4WD,2016,GMC,Ethanol (E85)
Sierra 2500 HD,2016,GMC,CNG - Compressed Natural Gas
Sierra 2500 HD 2WD/4WD,2016,GMC,Biodiesel (B20)
Terrain Denali FWD/AWD,2016,GMC,Ethanol (E85)
Terrain FWD/AWD,2016,GMC,Ethanol (E85)
